Course_Name,rating,topics covered,Designed for,Certification Type,Duration
Robotics,4.4,"[' Mathematics, Computer Vision, Linear Algebra, Problem Solving, Geometry, Algebra, Planning, Computer Graphics, Estimation, Mathematical Theory & Analysis, Computer Programming, Differential Equations, Visualization (Computer Graphics), Algorithms, Matlab, Software Visualization, Computer Graphic Techniques, Theoretical Computer Science, Graph Theory, Material Handling, Computational Thinking, Geovisualization, Python Programming']",Beginner , Specialization , 3 - 6 Months
Foundations of Business Intelligence,4.7,"[' Business Intelligence, Data Analysis, Strategy']",Advanced , Course , 1 - 4 Weeks
Foundations of Data Science,4.7,"[' Communication, Data Analysis, Planning, Project Management']",Advanced , Course , 1 - 3 Months
Google Data Analytics Capstone: Complete a Case Study,4.8,"[' Business Analysis, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, R Programming, SQL, Spreadsheet Software, Statistical Programming, Tableau Software']",Beginner , Course , 1 - 4 Weeks
Getting started with Google Workspace,4.7,"[' Collaboration, Google Cloud Platform, Cloud Applications, Communication, User Experience, Cloud Platforms, Leadership and Management, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Cloud-Based Integration, Data Analysis, Strategy, Databases, Design and Product, Visual Design, Graphic Design']",Beginner , Specialization , 3 - 6 Months
Microsoft Azure Fundamentals AZ-900 Exam Prep,4.6,"[' Cloud Computing, Microsoft Azure, Cloud Management, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Network Security, Cloud Engineering, Cloud Standards, DevOps, Leadership and Management, System Security, Cloud Storage, Machine Learning, Software As A Service, Cloud-Based Integration, Software Security, Data Management, Product Lifecycle, Security Software, Big Data, Databases, Security Engineering']",Beginner , Specialization , 3 - 6 Months
Sound the Alarm: Detection and Response,4.8,"[' Linux, Network Security, Computer Security Incident Management, Leadership and Management']",Beginner , Course , 1 - 4 Weeks
Programming for Everybody (Getting Started with Python),4.8,"[' Algorithms, Computational Logic, Computational Thinking, Computer Programming, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science']",Beginner , Course , 1 - 3 Months
Fundamentals of Quantitative Modeling,4.6,"[' Business Analysis, Data Model, Finance, Forecasting, General Statistics, Mathematical Theory & Analysis, Probability & Statistics, Regression, Statistical Analysis, Linear Algebra']",Mixed , Course , 1 - 4 Weeks
"Product Ideation, Design, and Management",4.5,"[' Leadership and Management, Strategy and Operations, Product Management, Design and Product, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Customer Analysis, Entrepreneurial Finance, Software Engineering Tools, Innovation']",Beginner , Specialization , 3 - 6 Months
Product Management Certification,4.8,"[' Communication, Leadership Development, Product Development, Product Lifecycle, Product Management']",Beginner , Specialization , 3 - 6 Months
Connected Leadership,4.8,"[' Leadership and Management, Change Management, People Management, Process Analysis']",Beginner , Course , 1 - 3 Months
Build Wireframes and Low-Fidelity Prototypes,4.9,"[' Product Design, User Experience, User Research']",Beginner , Course , 1 - 4 Weeks
Modern and Contemporary Art and Design,4.8,"[' Design and Product, Critical Thinking, Creativity']",Beginner , Specialization , 3 - 6 Months
Strategic Leadership and Management,4.8,"[' Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Communication, Culture, Performance Management, Operations Management, People Management, Human Resources, Marketing, Operational Analysis, Sales, Conflict Management, Influencing, Negotiation, People Development, Business Psychology, Planning, Research and Design']",Beginner , Specialization , 3 - 6 Months
Prompt Engineering for ChatGPT,4.8,"[' Creativity, Problem Solving, Writing']",Beginner , Course , 1 - 3 Months
Convolutional Neural Networks,4.9,"[' Artificial Neural Networks, Computer Vision, Machine Learning, Applied Machine Learning, Deep Learning, Machine Learning Software, Machine Learning Algorithms, Network Model, Tensorflow, Algorithms, Human Learning']",Intermediate , Course , 1 - 4 Weeks
"TESOL Certificate, Part 2: Teach English Now!",4.9,"[' Writing, Human Learning, Planning']",Beginner , Specialization , 3 - 6 Months
Introduction to Cosmetic Science and Ingredients,4.6,[],Beginner , Specialization , 3 - 6 Months
Leading People and Teams,4.7,"[' Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Creativity, Business Analysis, Marketing, Recruitment']",Beginner , Specialization , 3 - 6 Months
Machine Learning for Trading,3.9,"[' Financial Analysis, Machine Learning, Finance, Investment Management, Algorithms, Financial Management, Leadership and Management, Market Analysis, Risk Management, Strategy, Applied Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Deep Learning, Google Cloud Platform, Human Learning, Training, Cloud Computing, Reinforcement Learning, Python Programming']",Intermediate , Specialization , 1 - 3 Months
Generative AI for Executives and Business Leaders,4.6,[],Beginner , Course , 1 - 4 Weeks
Introduction to Social Media Marketing,4.8,"[' Communication, Marketing, Digital Marketing, Social Media, Media Strategy & Planning, Advertising, Entrepreneurship, Marketing Management']",Beginner , Course , 1 - 3 Months
Structuring Machine Learning Projects,4.8,"[' Applied Machine Learning, Data Analysis, Data Model, Deep Learning, Exploratory Data Analysis, Machine Learning, Machine Learning Algorithms, Organizational Development, Process Analysis, Strategy, Human Learning']",Beginner , Course , 1 - 4 Weeks
Principles of Management,4.7,"[' Leadership and Management, Planning, Strategy, Critical Thinking, Operations Management, People Management, Strategy and Operations, Business Communication, Business Intelligence, Performance Management']",Mixed , Course , 1 - 4 Weeks
"Brand Management: Aligning Business, Brand and Behaviour",4.9,"[' Brand Management, Leadership and Management, Marketing']",Beginner , Course , 1 - 3 Months
Microsoft Azure Data Engineering Associate (DP-203),4.3,"[' Data Management, Microsoft Azure, Extract, Transform, Load, Cloud Computing, Big Data, Data Warehousing, Cloud-Based Integration, Cloud Storage, Data Architecture, Cloud Engineering, Cloud Platforms, Databases, SQL, Data Analysis, Data Structures, Cloud Infrastructure, Distributed Computing Architecture, Cloud Management, Warehouse Management, Leadership and Management, Store Management, Continuous Delivery, Database Administration, NoSQL, Apache, Operational Analysis, Accounting']",Intermediate , Professional Certificate , 3 - 6 Months
Sequence Models,4.8,"[' Artificial Neural Networks, Deep Learning, Machine Learning, Natural Language Processing, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Algorithms, Computer Programming, Human Learning']",Intermediate , Course , 1 - 4 Weeks
Introduction to Financial Accounting,4.7,"[' Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Cash Management, Cost Accounting, Financial Analysis']",Mixed , Course , 1 - 4 Weeks
Introduction to Discrete Mathematics for Computer Science,4.5,"[' Mathematics, Problem Solving, Mathematical Theory & Analysis, Algorithms, Critical Thinking, Graph Theory, Combinatorics, Computational Thinking, Probability & Statistics, Computer Programming, Python Programming, Computational Logic, General Statistics, Theoretical Computer Science, Probability Distribution, Strategy, Creativity, Experiment, Calculus, Game Theory, Visualization (Computer Graphics), Cryptography, Sales']",Beginner , Specialization , 3 - 6 Months
Introduction to Healthcare,4.8,[],Beginner , Course , 1 - 3 Months
Career Success,4.6,"[' Leadership and Management, Professional Development, Strategy and Operations, Business Communication, Adaptability, Business Analysis, Communication, Decision Making, Project Management, People Management, Critical Thinking, Collaboration, Customer Relationship Management, Strategy, Planning, Business Development, Operational Analysis, Problem Solving, Accounting, Change Management, Conflict Management, Financial Accounting, Leadership Development, Organizational Development, Entrepreneurship, People Development, Business Research, Deep Learning, Finance, Financial Management, General Accounting, Generally Accepted Accounting Principles (GAAP), Negotiation, Financial Analysis, Writing, Contract Management, Correlation And Dependence, Entrepreneurial Finance, Data Visualization Software, Exploratory Data Analysis, Marketing, Scrum (Software Development), Statistical Tests, Estimation']",Beginner , Specialization , 3 - 6 Months
Machine Learning on Google Cloud,4.5,"[' Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Cloud Platforms, Deep Learning, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load']",Intermediate , Specialization , 3 - 6 Months
